Stopped at this very symbolic hotel and was impressed with overall look of build but looking at other new hotels in area this interior is looking tired.Needs a good refurb as main foyer looks old fashioned compared to its neighbours.,neutral
"Have stayed here a few times over the years and have always enjoyed coming to MBS. However, during my most recent stay on 8th Feb, I noticed that the quality of the bed had been rather poor, causing me to experience severe back ache since the stay. Very disappointed as I was looking forward to a good night sleep at one of Singapore's best hotel but left with poor sleep and a back ache!",neutral
"Got a premier sky room which was big in size little dull very good view of the city, Long line for check in and out ,crowded pool ,very expensive terrace restaurant ,got 3 rooms ,where located in complete diferent building. You have to stay once and that was for us. Spectacular building zero five star experience",neutral
,
"Talk about an icon, skyline defining, world renowned, you would imagine the customer service is decent, but the front desk actually insulted me and made a mockery out of me, I have never met such a rude bunch of hotel staff in my life, in particular a staff named YURI, working the night shift.",negative
Outdated rooms and old. Towels and bathrobe provided were rough and hard. Uncomfortable bed and pillows. Huge rooms but depressing. Nothing luxury and poor service. Don’t waste your money here. Stay somewhere else,negative
"i attended a friend's wedding the other day and was really disappointed with Singapore's Iconic MBS. Within my table, there were cups that had Lipstick Marks on them. And my dish having black stains that were removable when i gently wipe them. Furthermore after reporting, they promised to get back to me. And it has been one full month. I received no calls or anything. Service Standard of Singapore is Going down the drain. As even the Representative of Singapore's Icon is providing Such atrocious service.",negative
"One of the worst hotel experience. Due to access of outsiders it creates a problem for the hotel guests. Not worth it, im never coming back here. Im probably gonna try a more professional hotel, where they do care about their guests. Its better if they would start paying attention to their own hotel guests rather the ones from outside. Im really embarrassed, came with my wife.😕😕
They couldnt arrange a table for us, were sent rudely back",negative
"Total waste of time, you queue endless for check in, have to be lucky to register for the famous pool online and then maximum 1 hour. Total waste of money currently, you not get what you expect from this price level.",negative
"It was a scary and traumatizing experience for us, as a newly wed couple, and of all places, the venue where we got married less than 12hours ago.
We had to worry for our safety and privacy staying in the bridal suite room on 26th May 2018 to 27th May 2018, as there was a person intruding into our suite room using the master access card. The person did not press the door bell, knock on the door, or even identify himself, and simply entered our room without notification. We were shocked, and shouted at the person, and the explanation given by the person was ""Checking on mini bar"". The real intention of the intruder is still unknown, we are not ruling out the possibilities of theft as well.
Response to the complaint by the managers could not explain clearly why the person entered our room without permission, simply quote it as hotel protocol to access guests room, within their rights.
We decided not to stay any longer, as we fear for our safety and there's simply no sense of security and privacy staying in such a hotel that anyone is empowered with the rights, to use the master access card to enter guest's rooms at their will. We had made a police report with regards to this incident",negative
"errible with a unfriendly and spoiler staff.
In the first place I had been queued for more than 45mins to check-in the hotel. I understand currently situation of Covid-19 so we understand.
The most terrible thing is that when we had planned and prepared a surprise for our family member, the Tower 2 staff spoiled the plan. Due to is already pass 10pm,so no visitor are allowed to come up the room. But my sister ended the work at 11pm and travel all the way here.
When I had already explained the situation to the staff and he did a damn sarcastic replied ""oh, is it. Hmm, I need to send 2 security guard to follow you guys go up and see the surprise already then send them to go down the hotel."" I was like wtf is it? Did we do anything wrong? That we need a security guard to follow us or send us to the room door. After I told them is it so difficult and I promised that they will come down within 10-15mins. So we just went up, after my sister take the gift within 10mins came down. This chinese guy ""Awan"" sarcastic told my sister ""Wa, this is fast. I was thinking to send the security guard at 12.30am and knock the door""
This is so ridiculous and terrible service I had ever get. This is spoiling your hotel standard to have this type of employee at lobby servicing customer with this kind attitude . What customer service is it?Disappointed",negative
"It’s difficult to describe the experience.... the hotel is lovely, views are breathtaking, room was sensational and we were upgraded to a beautiful suite as we were celebrating our anniversary.

The not so good experience came after we asked in the Club55 to use showers as we wanted to enjoy to pool after checking out. They offered us to use the gym facilities but forgot to mention that after check out you can’t use anymore the pool. The manager on duty was truly rude and arrogant. We finally managed to get the room checkout extended for a few hours, but as soon as we came back to the club to just wait for our taxi, we were straight away told that we had to pay for our drinks, which was not a problem, but considering the bad experience and amount of time they wasted on us, any other hotel would have just allowed their customers to enjoy the club. To summarise we were in a special celebration that was completely ruined by the arrogance of the Club55 staff. You should learnt from Ritz Carlton or even Melia hotels on how they run their executive lounges and how they train their staff",negative
"I went to this hotel again after a few years and they have not kept their standard. The room was so so dirty, the bathroom walls were covered with hair. The pool water was green. We checked out immediately and went to a different hotel.",negative
"We had the WORST & TRAUMATIZING experience at Marina Bay Sands (MBS). Please read before you book your stay here, especially if you're identified as a WOMAN of COLOR.

We had dinner @ CÉ LA VI (tower 3) & then decided to go to LAVO (tower 1) for some cocktails. On our way to LAVO, a male MBS security started charging towards us as if he was about to ATTACK us. He was shouting & accusing us of trespassing. We explained calmly that we're MBS guests, showed him our key cards & told him that we’re simply trying to get to LAVO. He continued to SCREAM & accuse us of trespassing while people were walking by. I noticed that the people passing by were either WHITE &/or MALE & were freely roaming around the rooftop, including the pool area without being approached by security. We're identified as WOMEN OF COLOR. This was when I realized that we were VICTIMS OF RACIAL DISCRIMINATION & GENDER DISCRIMINATION! The perpetrator is MALE MBS security & his name's BREBATHARAN. I thought that I was going to get attacked by BREBATHARAN & was extremely scared for my life, so I walked away, spoke to another MBS security, explained what happened & asked if we could speak to a manager immediately. A security supervisor named LUDI came and I explained what happened. He informed us that he needs to conduct an investigation & will provide an update first thing in the morning. The next morning came & we received NO phone call, so we called security & got a hold of a female security staff named WONG & briefed her about the incident which she confirmed being aware of based on their incident report. She told us that she'll ask LUDI to follow-up with us in the evening.

LUDI finally got back to us & confirmed that the cameras showed BREBATHARAN charging & screaming at us. LUDI understood that this was a traumatizing experience so he recommended contacting Guest Service Management (GSM) to see what they can do to make sure that the rest of our stay is a pleasant one. We thanked him for his time & contacted GSM shortly. Guest Service Management's job is to make sure that they have your best interests in mind by making sure that you are taken care of during your stay, especially after the incident between us and their security staff. This is not what happened. We spoke to 2 different staff from the GSM team, one was NICOLE LEE & the other name wasn't obtained. They both accused us of lying by telling us that the security who tried to attack us wasn't an MBS security when I assured them that he is because I took a photo of his name tag & there's an incident report. They also bluntly told us that they CANNOT do anything for us & abruptly ended the call.

I travel a lot & have stayed at numerous luxurious hotels around the world & Marina Bay Sands is by far the WORST I’ve stayed at. I have never in my life experienced RACIAL DISCRIMINATION & GENDER DISCRIMINATION until I stayed here. I AM TRAUMATIZED! MBS is NOT a 5-star hotel, it’s a 1-star hotel. Spend your money someplace else where they will treat you with dignity & respect & offer world-class customer service experience. At MBS, you’re just another number, one of the thousands of walking dollar signs ($$$$) & you leave feeling like you wished you stayed somewhere else. They make guests feel like they are staying at some oppressive & cold place of business & not an inviting resort. The company is more interested in making its quarterly earnings than treating customers right. MBS’ customer service is so POOR it makes your local cable company look stellar.

I definitely will not be coming back at Marina Bay Sands in my lifetime. I’ve also informed our friends, family & followers to BOYCOTT this hotel & its owner, Las Vegas Sands for turning a blind eye on RACIAL & GENDER DISCRIMINATION within their establishment.",negative
